id,escolas_postos,bairro,endereco,lat,lon,logradouro,numero_end,tipo_escola,subprefeitura,quantidade
584,ESCOLA MUNICIPAL NELSON ROMERO,SEPETIBA,RUA JOSE BALDINO S/N.o,"-22,971739","-43,697354",RUA JOSE BALDINO S/N.o,S/N,EM,ZONA OESTE,342
311,ESCOLA MUNICIPAL PESTALOZZI,SANTA CRUZ,RUA SEVERIANO DAS CHAGAS S/No,"-22,915717","-43,679753",RUA SEVERIANO DAS CHAGAS,S/N,EM,ZONA OESTE,162
316,ESCOLA MUNICIPAL PROFESSORA FLÁVIA DOS SANTOS SOARES,PACIENCIA,RUA EUDALDO GOMES DA SILVA S/N.o CONJ URUCANIA,"-22,914027","-43,653436",RUA EUDALDO GOMES DA SILVA S/N.o CONJ URUCANIA,S/N,EM,ZONA OESTE,579
497,ESCOLA MUNICIPAL PROFESSORA LEILA MEHL MENEZES DE MATTOS,PACIENCIA,AVENIDA MARIO PEREIRA DOS SANTOS S/N.o,"-22,873187","-43,627731",AVENIDA MARIO PEREIRA DOS SANTOS S/N.o,S/N,EM,ZONA OESTE,517
068,ESCOLA MUNICIPAL WALQUIR PEREIRA,SEPETIBA,ESTRADA DE SEPETIBA S/N BLOCO 1,"-22,956014","-43,686746",ESTRADA DE SEPETIBA S/N BLOCO,1,EM,ZONA OESTE,135
069,ESCOLA MUNICIPAL CARDEAL ARCOVERDE,MADUREIRA,RUA AGOSTINHO BARBALHO 401,"-22,876082","-43,343369",RUA AGOSTINHO BARBALHO,401,EM,ZONA NORTE,468
515,CENTRO INTEGRADO DE EDUCAÇÃO PÚBLICA HILDEBRANDO DE ARAUJO GOES,PEDRA DE GUARATIBA,ESTRADA DA PEDRA S/N.o,"-22,974506","-43,648171",ESTRADA DA PEDRA S/N.o,S/N,CIEP,ZONA OESTE,341
289,ESCOLA MUNICIPAL BERTHA LUTZ,GUARATIBA,ESTRADA DO PIAI 2075,"-22,979064","-43,67058",ESTRADA DO PIAI,2075,EM,ZONA OESTE,329
210,ESCOLA MUNICIPAL DEBORA MENDES DE MORAES,PEDRA DE GUARATIBA,RUA BELCHIOR DA FONSECA 643,"-23,001416","-43,638757",RUA BELCHIOR DA FONSECA,643,EM,ZONA OESTE,570
474,ESCOLA MUNICIPAL ENGENHEIRO GASTÃO RANGEL,GUARATIBA,ESTRADA DO MAGARCA 9.183,"-22,98046","-43,643545",ESTRADA DO MAGARCA .,9,EM,ZONA OESTE,320
301,ESCOLA MUNICIPAL JONATAS SERRANO,GUARATIBA,ESTRADA DO MATO ALTO S/No,"-22,953163","-43,577409",ESTRADA DO MATO ALTO,S/N,EM,ZONA OESTE,335
606,ESCOLA MUNICIPAL PROFESSOR CASTILHO,ILHA DE GUARATIBA,CAMINHO DA MATRIZ 4406,"-22,994124","-43,593683",CAMINHO DA MATRIZ,4406,EM,ZONA OESTE,521
069,ESCOLA MUNICIPAL CARDEAL ARCOVERDE,MADUREIRA,RUA AGOSTINHO BARBALHO 401,"-22,876082","-43,343369",RUA AGOSTINHO BARBALHO,401,EM,ZONA NORTE,468
